SKU,Actual Size On TEMU,Quantity,Tracking
53043 dark denim XL,中蓝色 / XL,1,9300111038400047434640
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435074
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435715
53043 dark denim XL,中蓝色 / XL,1,9300111038400047436040
53043 dark denim XL,中蓝色 / XL,1,9300111038400047436002
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435449
53043 dark denim XL,中蓝色 / XL,1,9300111038400047434473
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435456
53043 dark denim XL,中蓝色 / XL,1,9300111038400047434336
53043 dark denim XL,中蓝色 / XL,1,9300111038400047434312
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435807
53043 dark denim XL,中蓝色 / XL,1,9300111038400047435876
53043 mid denim L,中蓝色 / L,1,9300111038400047134014
53043 mid denim L,中蓝色 / L,1,9300111038400047510191
53043 mid denim L,中蓝色 / L,1,9300111038400047515257
53043 mid denim M,中蓝色 / M,1,9334611038400006665230
53043 mid denim M,中蓝色 / M,1,9300111038400047515707
53043 mid denim M,中蓝色 / M,1,9300111038400047510245
53043 mid denim XL,中蓝色 / XL,1,9300111038400047140800
53043 mid denim XL,中蓝色 / XL,1,9300111038400047511181
53043 mid denim XL,中蓝色 / XL,1,9300111038400047515363
53044 dark denim L,藏青色 / L,1,9300111038400047467686
53044 dark denim L,藏青色 / L,1,9300111038400047466627
53044 dark denim L,深蓝色 / L,1,9300111038400047483488
53044 dark denim M,藏青色 / M,1,9300111038400047459797
53044 dark denim M,深蓝色 / M,1,9300111038400047483655
53044 dark denim M,深蓝色 / M,1,9300111038400047483662
53044 mid denim M,中蓝色 / M,1,9300111038400047459513
53044 mid denim M,中蓝色 / M,1,9300111038400047453719
53044 mid denim M,中蓝色 / M,2,9300111038400047466993
53044 mid denim M,中蓝色 / M,1,9300111038400047453719
53044 mid denim M,中蓝色 / M,1,9300111038400047467426
53044 mid denim M,中蓝色 / M,1,9300111038400047467235
53044 mid denim M,中蓝色 / M,1,9300111038400047467174
53044 mid denim S,中蓝色 / S,1,9300111038400047466528
53046 dark denim  S,深蓝色 / S,1,9334611038400006671392
53046 dark denim  XL,深蓝色 / XL,1,9300111038400047232185
53058 light denim L,浅蓝色 / L,1,9300111038400047140831
53058 light denim L,浅蓝色 / L,1,9300111038400047516049
53058 light denim L,浅蓝色 / L,1,9300111038400047510566
53058 light denim L,浅蓝色 / L,1,9300111038400047510900
53058 light denim L,浅蓝色 / L,1,9300111038400047515653
53058 light denim M,浅蓝色 / M,1,9300111038400047510290
53058 light denim M,浅蓝色 / M,1,9300111038400047510474
53058 light denim S,浅蓝色 / S,1,9300111038400047514816
53058 light denim XL,浅蓝色 / XL,1,9300111038400047515271
53058 mid denim L,中蓝色 / L,1,9300111038400047510429
53058 mid denim L,中蓝色 / L,1,9300111038400047515653
53058 mid denim M,中蓝色 / M,1,9300111038400047514885
53058 mid denim XL,中蓝色 / XL,1,9300111038400047515271
53058 white L,白色 / L,1,9300111038400047515011
53058SetL,3-piece / L,1,9300111038400047140640
53058SetM,3-piece / M,1,9300111038400047140589
53058SetM,3-piece / M,2,9334611038400006666138
53058SetS,3-piece / S,1,9300111038400047143665
53086 light denim L,淡青色 / L,1,9300111038400047226726
53086 light denim L,淡青色 / L,1,9300111038400047232772
53086 light denim L,淡青色 / L,1,9300111038400047226801
53086 light denim M,淡青色 / M,1,9300111038400047226474
53086 light denim S,淡青色 / S,1,9300111038400047226542
53086 light denim S,淡青色 / S,1,9300111038400047226795
53086 light denim XL,淡青色 / XL,1,9300111038400047230136
53086 light denim XL,淡青色 / XL,1,9300111038400047229949
53086 light denim XL,淡青色 / XL,1,9300111038400047232505
53086 light denim XL,淡青色 / XL,1,9300111038400047232260
53086 light denim XL,淡青色 / XL,1,9300111038400047236145
53086 mid denim L,孔雀蓝 / L,1,9300111038400047226726
53086 mid denim L,孔雀蓝 / L,1,9300111038400047229697
53086 mid denim L,孔雀蓝 / L,1,9300111038400047230273
53086 mid denim L,孔雀蓝 / L,1,9300111038400047229956
53086 mid denim L,孔雀蓝 / L,1,9300111038400047226535
53086 mid denim L,孔雀蓝 / L,1,9300111038400047232451
53086 mid denim L,孔雀蓝 / L,1,9300111038400047232628
53086 mid denim L,孔雀蓝 / L,1,9300111038400047232529
53086 mid denim L,孔雀蓝 / L,1,9300111038400047235674
53086 mid denim L,孔雀蓝 / L,1,9300111038400047226801
53086 mid denim L,孔雀蓝 / L,1,9300111038400047226719
53086 mid denim L,孔雀蓝 / L,1,9300111038400047237630
53086 mid denim M,孔雀蓝 / M,1,9300111038400047229802
53086 mid denim M,孔雀蓝 / M,1,9300111038400047226535
53086 mid denim M,孔雀蓝 / M,1,9300111038400047229758
53086 mid denim M,孔雀蓝 / M,1,9300111038400047226474
53086 mid denim M,孔雀蓝 / M,1,9300111038400047232468
53086 mid denim M,孔雀蓝 / M,1,9300111038400047232536
53086 mid denim M,孔雀蓝 / M,1,9300111038400047232079
53086 mid denim M,孔雀蓝 / M,1,9300111038400047232048
53086 mid denim M,孔雀蓝 / M,1,9300111038400047232567
53086 mid denim M,孔雀蓝 / M,1,9300111038400047236077
53086 mid denim M,孔雀蓝 / M,1,9300111038400047236220
53086 MID denim S,孔雀蓝 / S,1,9300111038400047229857
53086 MID denim S,孔雀蓝 / S,1,9300111038400047229550
53086 MID denim S,孔雀蓝 / S,1,9300111038400047226542
53086 MID denim S,孔雀蓝 / S,1,9300111038400047226795
53086 MID denim S,孔雀蓝 / S,1,9300111038400047235919
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047229567
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047232338
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047232550
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047236299
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047235933
53086 mid denim XL,孔雀蓝 / XL,2,9300111038400047226931
53086 mid denim XL,孔雀蓝 / XL,1,9300111038400047235650
53777 Black M,黑色 / M,1,9300111038400047459278
53777 Black XL,黑色 / XL,1,9300111038400047459094
53777 grey M,浅灰色 / M,1,9300111038400047467211
53777 khaki M,卡其色 / M,1,9300111038400047466764
53777 Navy L,藏青色 / L,1,9300111038400047467099
53777 white M,白色 / M,1,9300111038400047467860
53777 white XL,白色 / XL,1,9300111038400047460083
53777 white XL,白色 / XL,1,9300111038400047453610
53777 yellow L,黄色 / L,1,9300111038400047458721
53777 yellow L,黄色 / L,1,9300111038400047458851
53777 yellow L,黄色 / L,1,9300111038400047467884
53777 yellow M,黄色 / M,1,9300111038400047458950
53777 yellow M,黄色 / M,1,9300111038400047459254
53777 yellow M,黄色 / M,1,9300111038400047459643
53777 yellow M,黄色 / M,1,9300111038400047467402
53777 yellow S,黄色 / S,1,9300111038400047458936
53777 yellow XL,黄色 / XL,1,9300111038400047459094
53777 yellow XL,黄色 / XL,1,9300111038400047459360
53777 yellow XL,黄色 / XL,1,9300111038400047459483
53777 yellow XL,黄色 / XL,1,9300111038400047459964
53777 yellow XL,黄色 / XL,1,9300111038400047466801
53777 yellow XL,黄色 / XL,1,9300111038400047467310
55335 black floral L,石墨色 / L,1,9300111038400047121342
55335 black floral L,石墨色 / L,1,9300111038400047131914
55335 black floral L,石墨色 / L,1,9300111038400047132027
55335 black floral L,石墨色 / L,1,9300111038400047132225
55335 black floral L,石墨色 / L,1,9300111038400047138463
55335 black floral L,石墨色 / L,1,9300111038400047144075
55335 black floral L,石墨色 / L,1,9300111038400047147519
55335 black floral L,石墨色 / L,4,9334611038400006665292
55335 black floral L,石墨色 / L,1,9334611038400006665308
55335 black floral M,石墨色 / M,1,9300111038400047140299
55335 black floral M,石墨色 / M,1,9300111038400047143955
55335 black floral M,石墨色 / M,1,9300111038400047145652
55335 black floral M,石墨色 / M,1,9300111038400047147465
55335 black floral M,石墨色 / M,1,9300111038400047148721
55335 black floral M,石墨色 / M,1,9334611038400006665186
55335 black floral M,石墨色 / M,4,9334611038400006665292
55335 black floral M,石墨色 / M,1,9334611038400006665308
55335 black floral S,石墨色 / S,1,9300111038400047131808
55335 black floral S,石墨色 / S,1,9300111038400047135448
55335 black floral S,石墨色 / S,1,9300111038400047143573
55335 black floral S,石墨色 / S,1,9300111038400047145607
55335 black floral S,石墨色 / S,1,9300111038400047146116
55335 black floral S,石墨色 / S,4,9334611038400006665292
55335 black floral S,石墨色 / S,1,9334611038400006665308
55335 black floral Xl,石墨色 / XL,1,9300111038400047131761
55335 black floral Xl,石墨色 / XL,1,9300111038400047132089
55335 black floral Xl,石墨色 / XL,1,9300111038400047132157
55335 black floral Xl,石墨色 / XL,1,9300111038400047138418
55335 black floral Xl,石墨色 / XL,1,9300111038400047138494
55335 black floral Xl,石墨色 / XL,1,9300111038400047138692
55335 black floral Xl,石墨色 / XL,1,9300111038400047143931
55335 black floral Xl,石墨色 / XL,1,9300111038400047145836
55335 black floral Xl,石墨色 / XL,1,9300111038400047145904
55335 black floral Xl,石墨色 / XL,1,9300111038400047147939
55335 black floral Xl,石墨色 / XL,1,9300111038400047148912
55335 black floral Xl,石墨色 / XL,4,9334611038400006665919
55335 black L,黑色 / L,1,9300111038400047460144
55335 black L,黑色 / L,1,9300111038400047458844
55335 black L,黑色 / L,1,9300111038400047467242
55335 black L,黑色 / L,1,9300111038400047466719
55335 black L,黑色 / L,1,9300111038400047467747
55335 black L,黑色 / L,1,9300111038400047511358
55335 black L,黑色 / L,1,9300111038400047525331
55335 black L,黑色 / L,1,9300111038400047482641
55335 black M,黑色 / M,1,9300111038400047458509
55335 black S,黑色 / S,1,9300111038400047458752
55335 black S,黑色 / S,1,9300111038400047510207
55335 black S,黑色 / S,1,9300111038400047515127
55335 black S,黑色 / S,1,9300111038400047525065
55335 black S,黑色 / S,1,9300111038400047482924
55335 black S,黑色 / S,1,9300111038400047483471
55335 black S,黑色 / S,1,9300111038400047483211
55335 black XL,黑色 / XL,1,9300111038400047459865
55335 black XL,黑色 / XL,1,9300111038400047511426
55335 black XL,黑色 / XL,1,9300111038400047515059
55335 black XL,黑色 / XL,1,9300111038400047515301
55335 black XL,黑色 / XL,1,9300111038400047510146
55335 black XL,黑色 / XL,1,9300111038400047482580
55335 leopard L,花色 / L,1,9300111038400047467907
55335 leopard L,花色 / L,1,9300111038400047131709
55335 leopard L,花色 / L,1,9300111038400047131914
55335 leopard L,花色 / L,1,9300111038400047132027
55335 leopard L,花色 / L,1,9300111038400047132225
55335 leopard L,花色 / L,1,9300111038400047135158
55335 leopard L,花色 / L,1,9300111038400047140473
55335 leopard L,花色 / L,1,9300111038400047140565
55335 leopard L,花色 / L,1,9300111038400047143771
55335 leopard L,花色 / L,1,9300111038400047145812
55335 leopard L,花色 / L,1,9300111038400047147830
55335 leopard L,花色 / L,1,9300111038400047148004
55335 leopard L,花色 / L,1,9334611038400006665308
55335 leopard L,花色 / L,1,9300111038400047511327
55335 leopard L,花色 / L,1,9300111038400047482597
55335 leopard L,花色 / L,1,9300111038400047483174
55335 leopard M,花色 / M,1,9300111038400047460311
55335 leopard M,花色 / M,1,9300111038400047458509
55335 leopard M,花色 / M,1,9300111038400047459049
55335 leopard M,花色 / M,1,9300111038400047467266
55335 leopard M,花色 / M,1,9300111038400047121151
55335 leopard M,花色 / M,1,9300111038400047131808
55335 leopard M,花色 / M,1,9300111038400047132416
55335 leopard M,花色 / M,1,9300111038400047145515
55335 leopard M,花色 / M,1,9300111038400047145638
55335 leopard M,花色 / M,1,9300111038400047146000
55335 leopard M,花色 / M,1,9300111038400047147564
55335 leopard M,花色 / M,1,9300111038400047147571
55335 leopard M,花色 / M,1,9300111038400047147854
55335 leopard M,花色 / M,1,9334611038400006665186
55335 leopard M,花色 / M,1,9300111038400047516087
55335 leopard M,花色 / M,1,9300111038400047483044
55335 leopard M,花色 / M,1,9300111038400047482788
55335 leopard S,花色 / S,1,9300111038400047460090
55335 leopard S,花色 / S,1,9300111038400047458691
55335 leopard S,花色 / S,1,9300111038400047458752
55335 leopard S,花色 / S,1,9300111038400047467600
55335 leopard S,花色 / S,1,9300111038400047121625
55335 leopard S,花色 / S,1,9300111038400047121625
55335 leopard S,花色 / S,1,9300111038400047135059
55335 leopard S,花色 / S,1,9300111038400047145782
55335 leopard S,花色 / S,1,9300111038400047145898
55335 leopard S,花色 / S,1,9300111038400047146116
55335 leopard XL,花色 / XL,1,9300111038400047458530
55335 leopard XL,花色 / XL,1,9300111038400047454150
55335 leopard XL,花色 / XL,1,9300111038400047466481
55335 leopard XL,花色 / XL,1,9300111038400047131761
55335 leopard XL,花色 / XL,2,9300111038400047132089
55335 leopard XL,花色 / XL,1,9300111038400047132157
55335 leopard XL,花色 / XL,1,9300111038400047132379
55335 leopard XL,花色 / XL,1,9300111038400047135196
55335 leopard XL,花色 / XL,1,9300111038400047138067
55335 leopard XL,花色 / XL,1,9300111038400047138357
55335 leopard XL,花色 / XL,1,9300111038400047140244
55335 leopard XL,花色 / XL,1,9300111038400047146109
55335 leopard XL,花色 / XL,1,9300111038400047146130
55335 leopard XL,花色 / XL,1,9300111038400047146178
55335 leopard XL,花色 / XL,1,9300111038400047147700
55335 leopard XL,花色 / XL,1,9300111038400047148776
55365 plaid print L,花色 / L,1,9300111038400047466498
55365 plaid print L,花色 / L,1,9300111038400047131709
55365 plaid print L,花色 / XL,1,9300111038400047131907
55365 plaid print L,花色 / L,1,9300111038400047132157
55365 plaid print L,花色 / L,1,9300111038400047135585
55365 plaid print L,花色 / L,1,9300111038400047138623
55365 plaid print L,花色 / XL,1,9300111038400047143474
55365 plaid print L,花色 / L,1,9300111038400047143566
55365 plaid print L,花色 / L,1,9300111038400047145669
55365 plaid print L,花色 / L,1,9300111038400047482825
55365 plaid print M,花色 / M,1,9300111038400047458486
55365 plaid print M,花色 / M,1,9300111038400047458714
55365 plaid print M,花色 / M,1,9300111038400047459285
55365 plaid print M,花色 / M,1,9300111038400047467372
55365 plaid print M,花色 / M,1,9300111038400047467303
55365 plaid print M,花色 / M,1,9300111038400047121151
55365 plaid print M,花色 / M,1,9300111038400047132416
55365 plaid print M,花色 / M,1,9300111038400047137930
55365 plaid print M,花色 / M,1,9300111038400047140763
55365 plaid print M,花色 / M,1,9300111038400047147342
55365 plaid print M,花色 / M,1,9300111038400047147625
55365 plaid print M,花色 / M,1,9300111038400047483143
55365 plaid print S,花色 / S,1,9300111038400047458592
55365 plaid print S,花色 / S,1,9300111038400047147311
55365 plaid print XL,花色 / XL,1,9300111038400047460298
55365 plaid print XL,花色 / XL,1,9300111038400047458677
55365 plaid print XL,花色 / XL,1,9300111038400047454150
55365 plaid print XL,花色 / XL,1,9300111038400047466481
55365 plaid print XL,花色 / XL,1,9300111038400047466559
55365 plaid print XL,花色 / XL,1,9300111038400047482948
58013BlackL,黑色 / L,1,9300111038400047120734
58013BlackL,黑色 / L,1,9300111038400047137985
58013BlackL,黑色 / L,1,9300111038400047138333
58013BlackL,黑色 / L,1,9300111038400047138654
58013BlackL,黑色 / L,1,9300111038400047143467
58013BlackL,黑色 / L,1,9300111038400047143719
58013BlackL,黑色 / L,1,9300111038400047143757
58013BlackL,黑色 / L,1,9300111038400047147502
58013BlackL,黑色 / L,1,9300111038400047147717
58013BlackL,黑色 / L,1,9300111038400047147908
58013BlackL,黑色 / L,1,9300111038400047148080
58013BlackM,黑色 / M,1,9300111038400047143641
58013BlackM,黑色 / M,1,9300111038400047143986
58013BlackM,黑色 / M,1,9300111038400047145706
58013BlackM,黑色 / M,1,9300111038400047146093
58013BlackS,黑色 / S,1,9300111038400047138739
58013BlackS,黑色 / S,1,9300111038400047140886
58013BlackS,黑色 / S,1,9300111038400047143481
58013BlackS,黑色 / S,1,9300111038400047147526
58013BlackXL,黑色 / XL,1,9300111038400047120734
58013BlackXL,黑色 / XL,1,9300111038400047132249
58013BlackXL,黑色 / XL,1,9300111038400047134953
58013BlackXL,黑色 / XL,1,9300111038400047138050
58013BlackXL,黑色 / XL,1,9300111038400047138098
58013BlackXL,黑色 / XL,1,9300111038400047143436
58013BlackXL,黑色 / XL,1,9300111038400047143542
58013BlackXL,黑色 / XL,1,9300111038400047145744
58013BlackXL,黑色 / XL,1,9300111038400047145980
58013BlackXS,黑色 / XS,1,9300111038400047143795
6015 blue paisley PXL,藏青色 / petite L,1,9300111038400047136018
6015 blue paisley PXL,藏青色 / petite L,1,9334611038400006665223
6015 grey plaid PL,石墨色 / petite M,1,9300111038400047132126
6015 grey plaid PM,石墨色 / petite S,1,9300111038400047138579
6015 grey plaid PS,石墨色 / petite XS,1,9300111038400047148752
6015 herringbone PL,黑灰色 / petite M,1,9300111038400047132126
